Project_ID,Company,Client_ID,Employee_ID,Technology,Budget,Status
151348,TCS,92896,70996,Java,9382935,In Progress
151349,HCLTech,62042,63373,Python,7513060,In Progress
151350,TCS,111833,96344,GCP,761680,On Hold
151351,TCS,39771,55437,AWS,4867608,Completed
151352,HCLTech,89738,163120,Python,6246211,In Progress
151353,HCLTech,67647,203752,AWS,3015593,Completed
151354,Wipro,87776,235459,Python,7169433,Completed
151355,HCLTech,105840,195029,Java,5012905,In Progress
151356,TCS,112894,65328,Java,1817988,In Progress
151357,Infosys,99820,224101,GCP,6696284,Completed
151358,Wipro,12932,249625,AWS,2284098,On Hold
151359,Wipro,15818,78940,SAP,6269405,Completed
151360,Infosys,96217,89894,AWS,3704568,In Progress
151361,HCLTech,54636,153438,Azure,9881331,In Progress
151362,Infosys,45588,86345,SAP,112550,Completed
151363,HCLTech,33007,232494,Java,2004409,In Progress
151364,TCS,117519,48568,Java,8086685,On Hold
151365,TCS,78909,177257,Azure,9542824,Completed
151366,Wipro,64647,39921,Java,2573506,In Progress
151367,HCLTech,63792,155944,GCP,4122200,In Progress
151368,Infosys,102870,88514,Java,7324769,Completed
151369,HCLTech,84198,126706,GCP,3029817,On Hold
151370,Infosys,53259,31602,Java,2614834,On Hold
151371,Wipro,39759,173766,Azure,1457870,In Progress
151372,Wipro,25940,189951,Azure,1694196,Completed
151373,HCLTech,84036,237550,Java,8244350,Completed
151374,HCLTech,91439,226684,Python,5629205,In Progress
151375,Infosys,97112,34338,AWS,869662,In Progress
151376,Wipro,76617,168152,Java,2656870,On Hold
151377,Infosys,66154,117786,SAP,1617576,On Hold
151378,TCS,51643,53408,SAP,9524782,Completed
151379,TCS,114480,15657,GCP,6038154,Completed
151380,TCS,10658,144413,Python,8480516,On Hold
151381,TCS,30588,217518,AWS,2125586,Completed
151382,TCS,71541,225484,GCP,2459335,Completed
151383,Wipro,84901,55815,Azure,3066638,Completed
151384,HCLTech,5407,9844,Azure,7215421,In Progress
151385,Wipro,114781,193672,Java,3144573,In Progress
151386,Wipro,112727,106579,SAP,4968220,In Progress
151387,Wipro,24330,172365,GCP,7149950,In Progress
151388,HCLTech,75673,237464,SAP,7824204,On Hold
151389,HCLTech,2702,134097,Python,3554192,Completed
151390,TCS,90055,244524,Python,193268,Completed
151391,HCLTech,33341,74366,AWS,3288056,In Progress
151392,Wipro,1812,172356,GCP,7232429,In Progress
151393,TCS,107207,12325,Java,6083224,Completed
151394,HCLTech,83840,5993,SAP,8591671,Completed
151395,HCLTech,63407,239427,SAP,9692662,Completed
151396,HCLTech,69753,218037,AWS,3199854,Completed
151397,HCLTech,28913,223694,GCP,3046395,On Hold
151398,HCLTech,24881,8633,SAP,6582367,In Progress
151399,Infosys,113448,7231,AWS,7144177,Completed
151400,TCS,76763,2935,Python,1094013,Completed
151401,TCS,27804,214248,SAP,300500,On Hold
151402,Infosys,15675,9152,Python,204138,Completed
151403,Infosys,94863,115956,Java,5233398,In Progress
151404,Infosys,36681,176167,Python,7302249,Completed
151405,Infosys,87478,67068,SAP,3587534,In Progress
151406,TCS,43595,61369,Azure,2242160,In Progress
151407,HCLTech,103169,11237,Python,2675770,On Hold
151408,TCS,63182,233258,AWS,526271,On Hold
151409,TCS,38008,42646,Python,3660467,On Hold
151410,Wipro,2187,208372,Python,5052918,Completed
151411,Infosys,52811,164322,GCP,8029489,Completed
151412,TCS,81674,66099,GCP,5978628,Completed
151413,TCS,3424,200457,Python,9818995,In Progress
151414,Infosys,102339,96140,GCP,8062219,Completed
151415,HCLTech,91957,163493,AWS,1690471,On Hold
151416,HCLTech,75442,54726,SAP,8959200,In Progress
151417,Infosys,45860,168294,SAP,8698539,In Progress
151418,HCLTech,109996,22868,Azure,4980122,In Progress
151419,Infosys,10061,141702,SAP,9032509,In Progress
151420,Infosys,105169,120820,GCP,8687840,In Progress
151421,HCLTech,45128,127636,Python,5324037,In Progress
151422,HCLTech,30270,243719,Python,5734857,Completed
151423,HCLTech,22050,154736,Azure,1746308,In Progress
151424,Wipro,80350,104231,GCP,7851832,In Progress
151425,Wipro,110562,231590,SAP,9552720,Completed
151426,Infosys,32944,47348,GCP,5691210,Completed
151427,TCS,76177,33398,Azure,2135278,Completed
151428,TCS,108069,122324,GCP,5953389,In Progress
151429,Infosys,63176,202460,Azure,4214774,On Hold
151430,Infosys,24148,177401,Python,3331715,On Hold
151431,TCS,107408,39288,SAP,4119718,Completed
151432,TCS,11681,243509,AWS,2182318,Completed
151433,Wipro,86882,117253,Java,4294071,In Progress
151434,Infosys,8485,82412,GCP,7716297,In Progress
151435,TCS,75897,200772,Java,4940876,On Hold
151436,Infosys,86574,139463,AWS,7267309,Completed
151437,Infosys,43484,140927,SAP,6032766,In Progress
151438,TCS,4771,132328,Azure,1352201,In Progress
151439,Infosys,67645,9796,SAP,4028160,On Hold
151440,Infosys,108354,58416,GCP,8296484,On Hold
151441,HCLTech,93481,102933,Java,8950215,On Hold
151442,Infosys,111998,103711,GCP,7287877,In Progress
151443,HCLTech,88779,87107,SAP,1401760,Completed
151444,Infosys,79905,18103,AWS,2084816,On Hold
151445,Wipro,87104,186046,AWS,6790022,Completed
151446,Infosys,10399,113742,AWS,4344167,Completed
151447,Wipro,103098,174341,Python,9780781,In Progress
151448,HCLTech,71828,29524,SAP,4073561,Completed
151449,HCLTech,54329,222367,GCP,906149,Completed
151450,Infosys,73096,28404,AWS,7661114,In Progress
151451,HCLTech,5932,143406,Azure,8182293,On Hold
151452,TCS,30658,236016,Java,1039121,Completed
151453,Infosys,41050,4435,Java,7402669,Completed
151454,Wipro,57395,134058,Python,1136538,In Progress
151455,Infosys,114993,178383,AWS,6247833,Completed
151456,TCS,117663,73218,Azure,5039269,Completed
151457,HCLTech,17873,62461,Python,2786089,On Hold
151458,Wipro,93839,240262,Java,6122678,In Progress
151459,TCS,91877,171139,Python,2334595,On Hold
151460,HCLTech,96992,28520,GCP,9196414,On Hold
151461,HCLTech,53158,133774,GCP,212815,Completed
151462,TCS,45552,731,Java,8612529,Completed
151463,Infosys,73061,248747,Python,8779455,On Hold
151464,Infosys,65629,55267,Python,9973758,On Hold
151465,Wipro,111191,242301,Azure,2051797,In Progress
151466,Infosys,9858,245036,AWS,9796614,In Progress
151467,Infosys,12328,9799,SAP,380351,On Hold
151468,Infosys,99594,31523,AWS,3642384,In Progress
151469,HCLTech,54482,177775,Azure,5869134,Completed
151470,Infosys,23851,153237,Java,7869268,In Progress
151471,Infosys,8047,117262,Python,7588413,Completed
151472,HCLTech,2908,146658,Azure,3711000,Completed
151473,TCS,57293,76626,Azure,447949,Completed
151474,Infosys,92634,86958,Python,2407545,On Hold
151475,Infosys,55870,108931,GCP,1482099,In Progress
151476,TCS,102895,170807,Python,4889717,Completed
151477,HCLTech,47305,246423,SAP,8134606,Completed
151478,Wipro,11111,207197,Azure,9382518,On Hold
151479,Infosys,82372,152646,AWS,9354919,On Hold
151480,Wipro,113418,169013,SAP,2209938,In Progress
151481,Wipro,9899,67126,AWS,2344200,In Progress
151482,TCS,45823,187195,AWS,803923,On Hold
151483,TCS,92948,219944,SAP,7190080,On Hold
151484,TCS,32588,49428,AWS,7549586,Completed
151485,TCS,58956,139696,AWS,89980,On Hold
151486,Wipro,54921,221128,AWS,2681472,On Hold
151487,TCS,1070,31363,Python,7650174,Completed
151488,Wipro,49762,28250,AWS,923978,In Progress
151489,TCS,44153,9110,GCP,1345186,On Hold
151490,Wipro,106450,48809,AWS,6230923,In Progress
151491,Wipro,23984,76151,Azure,6429893,Completed
151492,TCS,92237,211948,Java,4669158,On Hold
151493,HCLTech,65939,54052,Python,5796948,In Progress
151494,Wipro,112384,97579,GCP,3149016,On Hold
151495,TCS,69982,30534,Python,3061286,Completed
151496,Wipro,72382,223520,SAP,5850654,In Progress
151497,Wipro,111082,64714,Java,6952202,Completed
151498,HCLTech,12308,239567,Azure,3892431,In Progress
151499,TCS,52900,63606,Python,4566528,Completed
151500,Infosys,34606,21614,SAP,9199696,Completed
151501,Wipro,81584,175093,AWS,9138255,Completed
151502,HCLTech,20968,100055,Python,1643910,Completed
151503,TCS,54001,149904,AWS,5867624,On Hold
151504,HCLTech,12508,150696,Azure,2980355,Completed
151505,Wipro,116803,119000,GCP,464509,In Progress
151506,Infosys,8966,153041,Python,5567403,Completed
151507,TCS,90526,122364,GCP,1152973,In Progress
151508,Infosys,38799,124103,Azure,2747641,On Hold
151509,HCLTech,17511,55377,AWS,6324854,Completed
151510,TCS,76535,179696,Java,8962541,On Hold
151511,HCLTech,96299,44500,AWS,3128735,Completed
151512,Wipro,63583,235494,Azure,1242804,On Hold
151513,TCS,38309,134645,AWS,1285150,In Progress
151514,TCS,76356,140673,Azure,706051,Completed
151515,TCS,114838,11589,SAP,4016555,On Hold
151516,TCS,62861,244931,Python,1805399,In Progress
151517,Infosys,52080,155182,Azure,2927956,Completed
151518,HCLTech,52688,37393,GCP,7410901,In Progress
151519,HCLTech,48579,23515,Java,4791647,In Progress
151520,TCS,49465,11767,Java,5477487,On Hold
151521,TCS,12169,223576,Python,4334946,Completed
151522,TCS,47073,180350,AWS,6445631,Completed
151523,TCS,66827,116495,AWS,1773492,In Progress
151524,Wipro,46154,25292,GCP,440247,On Hold
151525,HCLTech,79412,75655,Java,3081832,Completed
151526,Wipro,33944,60350,Azure,5807169,In Progress
151527,HCLTech,116778,65881,GCP,2835709,Completed
151528,Infosys,15791,138922,Java,783783,Completed
151529,HCLTech,7377,172699,Java,2707054,In Progress
151530,Wipro,54940,156796,GCP,9628884,On Hold
151531,TCS,21636,86543,Java,9544839,On Hold
151532,TCS,38859,187509,Python,1545618,In Progress
151533,HCLTech,5221,136411,AWS,8273696,On Hold
151534,HCLTech,52226,51612,GCP,8436617,In Progress
151535,HCLTech,65517,161752,GCP,3197186,In Progress
151536,TCS,105513,88241,AWS,1055315,Completed
151537,HCLTech,53062,172995,SAP,2915054,Completed
151538,Wipro,100974,199023,GCP,3021358,Completed
151539,TCS,58470,49938,Python,5552105,In Progress
151540,TCS,96048,56215,Python,7997058,Completed
151541,TCS,37803,5722,GCP,8302248,On Hold
151542,HCLTech,37589,205218,Azure,2133599,On Hold
151543,TCS,27285,8379,Java,4894096,In Progress
151544,Wipro,57155,143786,Python,9412377,On Hold
151545,Wipro,31587,47188,SAP,1196457,Completed
151546,Wipro,62587,194119,Azure,568236,Completed
151547,TCS,65169,227170,SAP,3461543,On Hold
151548,TCS,25676,215123,SAP,974165,Completed
151549,HCLTech,79414,174534,GCP,2733920,Completed
151550,Infosys,64074,121321,Python,2340226,Completed
151551,Infosys,25988,243764,AWS,9769116,On Hold
151552,TCS,45542,223347,SAP,9815980,Completed
151553,Infosys,82629,71494,GCP,1211246,On Hold
151554,Infosys,43111,166762,Java,9386553,In Progress
151555,Wipro,18373,149729,AWS,6121502,In Progress
151556,TCS,9817,200085,Python,7923132,Completed
151557,Infosys,17775,222164,GCP,5379850,On Hold
151558,HCLTech,60647,236695,Azure,1422064,In Progress
151559,HCLTech,22005,193001,SAP,8860283,In Progress
151560,Wipro,47833,239004,AWS,2860139,In Progress
151561,TCS,3511,111260,AWS,1160648,In Progress
151562,HCLTech,86577,112821,GCP,1304547,In Progress
151563,HCLTech,82474,24092,Azure,4239102,Completed
151564,HCLTech,70667,244203,Python,112089,On Hold
151565,Infosys,2062,20517,Java,6335747,Completed
151566,HCLTech,35203,57203,Azure,1200574,On Hold
151567,TCS,23687,38920,GCP,9173243,On Hold
151568,HCLTech,29979,112765,Java,8029281,Completed
151569,TCS,98949,201161,Azure,7920459,Completed
151570,Infosys,109522,119359,SAP,1166141,In Progress
151571,TCS,92591,169470,SAP,9966136,In Progress
151572,HCLTech,17504,6653,GCP,7054671,Completed
151573,TCS,12148,222292,Python,6492681,On Hold
151574,HCLTech,39286,54176,Azure,2713104,On Hold
151575,HCLTech,77351,144973,Azure,9615858,In Progress
151576,Infosys,2330,71795,Python,6119592,Completed
151577,Wipro,118709,227295,AWS,804283,In Progress
151578,HCLTech,19782,219821,GCP,8944545,On Hold
151579,Wipro,48965,189144,GCP,1020401,Completed
151580,Infosys,78499,22750,GCP,5268390,Completed
151581,HCLTech,119573,95659,Java,5125960,On Hold
151582,TCS,96786,117963,GCP,6862043,Completed
151583,HCLTech,113302,240876,GCP,4260369,Completed
151584,Infosys,36413,162311,AWS,8372342,Completed
151585,TCS,19855,29709,Java,4440479,In Progress
151586,Infosys,43999,101990,Python,4704900,In Progress
151587,Wipro,43012,77621,GCP,8709348,Completed
151588,Infosys,47257,21574,Java,1503536,On Hold
151589,Wipro,6776,232516,Azure,6386276,Completed
151590,TCS,42300,181738,SAP,445804,On Hold
151591,Infosys,29225,201018,Java,3968942,In Progress
151592,Infosys,113665,68433,AWS,7343570,In Progress
151593,Infosys,78862,227741,SAP,5884051,Completed
151594,HCLTech,28924,91496,GCP,8958750,On Hold
151595,HCLTech,48564,139879,SAP,6575854,Completed
151596,Infosys,30817,92626,Java,9101062,On Hold
151597,Infosys,18334,79676,SAP,8939800,In Progress
151598,TCS,17542,52060,AWS,1288905,In Progress
151599,Infosys,74000,243551,Java,2288795,In Progress
151600,HCLTech,51991,164674,Java,1779320,On Hold
151601,TCS,70193,11861,Azure,2690645,Completed
151602,TCS,15905,39133,Python,8798834,Completed
151603,Wipro,95440,70591,Azure,4254206,In Progress
151604,TCS,47440,185412,AWS,4802784,On Hold
151605,Wipro,109299,214375,AWS,6299197,On Hold
151606,Infosys,110660,219967,Azure,3775068,Completed
151607,Wipro,11162,148776,Azure,175861,Completed
151608,Wipro,3308,2140,AWS,1933526,Completed
151609,HCLTech,45781,131181,Java,5487992,On Hold
151610,HCLTech,119850,1564,GCP,481396,Completed
151611,Wipro,20011,215141,Python,4556177,In Progress
151612,TCS,30647,20394,Python,2773898,In Progress
151613,Infosys,38118,43540,Azure,4908709,On Hold
151614,Infosys,92632,37412,Azure,5139816,Completed
151615,Wipro,36335,104214,AWS,8672847,In Progress
151616,HCLTech,100052,42544,AWS,3924986,In Progress
151617,Wipro,59800,240736,Azure,6080661,Completed
151618,Infosys,11131,248392,Java,4445696,Completed
151619,TCS,108709,184263,GCP,3754027,In Progress
151620,TCS,53045,44490,GCP,5463277,In Progress
151621,Wipro,15197,166984,SAP,2348012,In Progress
151622,Infosys,69584,35722,GCP,2550228,In Progress
151623,Infosys,75992,17134,Azure,4144705,In Progress
151624,Wipro,5132,188279,Azure,8430122,Completed
151625,HCLTech,116963,59971,Java,5091056,Completed
151626,Wipro,26534,18574,AWS,1652645,On Hold
151627,Wipro,60384,92948,AWS,8584609,On Hold
151628,HCLTech,119682,13453,SAP,5662685,On Hold
151629,Wipro,7986,11468,GCP,9405697,In Progress
151630,HCLTech,107188,113238,SAP,9315911,On Hold
151631,HCLTech,35943,179357,GCP,1120185,On Hold
151632,HCLTech,23987,100418,Java,2212950,On Hold
151633,HCLTech,107263,135386,Java,6497554,On Hold
151634,Wipro,68111,168999,Python,3144994,On Hold
151635,Infosys,25631,103445,GCP,5353682,Completed
151636,TCS,119407,212175,SAP,1543022,Completed
151637,TCS,116912,19675,SAP,9302760,On Hold
151638,TCS,41830,249035,Python,9800381,In Progress
151639,HCLTech,102445,152352,Python,451257,Completed
151640,TCS,52322,205953,AWS,9938587,Completed
151641,Infosys,117608,60818,Azure,9694465,Completed
151642,HCLTech,99348,21993,Azure,3900802,On Hold
151643,HCLTech,113319,236209,SAP,1115182,On Hold
151644,TCS,95565,1039,GCP,8091609,Completed
151645,Wipro,110850,95114,Azure,1760217,Completed
151646,Infosys,64998,201360,Java,4075522,Completed
151647,Infosys,56423,97041,GCP,6333623,Completed
151648,Infosys,113113,3288,SAP,1559056,In Progress
151649,TCS,94465,156917,AWS,306468,Completed
151650,Infosys,66836,142793,Java,5778155,Completed
151651,Infosys,60828,185261,Python,7712810,On Hold
151652,HCLTech,52662,22344,Java,6994055,Completed
151653,Wipro,47746,214436,AWS,2518066,In Progress
151654,TCS,94727,132495,AWS,7474278,In Progress
151655,TCS,47374,48809,AWS,5920389,In Progress
151656,HCLTech,16070,87359,Python,4130211,On Hold
151657,HCLTech,115858,156973,Java,9605823,In Progress
151658,TCS,85859,150668,GCP,3765703,Completed
151659,HCLTech,48855,152713,SAP,5357552,Completed
151660,TCS,23946,223868,SAP,2864229,Completed
151661,HCLTech,92262,237435,Azure,9619739,On Hold
151662,Infosys,112216,162709,Azure,8608068,On Hold
151663,TCS,99607,11867,Python,3298161,Completed
151664,TCS,37480,241419,Python,1937744,In Progress
151665,TCS,83402,60894,Python,6000736,On Hold
151666,Infosys,98363,84067,SAP,9872131,On Hold
151667,HCLTech,66611,192260,Java,3631011,Completed
151668,Wipro,91528,212617,AWS,4561702,On Hold
151669,Infosys,36,142089,Azure,777645,In Progress
151670,TCS,118974,218123,GCP,1809963,Completed
151671,HCLTech,79652,156334,Java,6634491,On Hold
151672,Infosys,100143,32590,Java,4792689,On Hold
151673,HCLTech,89593,52630,Python,9640907,Completed
151674,TCS,105134,209866,Java,3284715,In Progress
151675,TCS,26031,25450,SAP,1352963,Completed
151676,Infosys,51768,224161,Azure,3450218,In Progress
151677,TCS,685,240450,Azure,8481989,Completed
151678,Infosys,73412,135616,Java,64447,Completed
151679,TCS,40826,15194,SAP,3536436,Completed
151680,Wipro,7275,186020,GCP,662887,On Hold
151681,Infosys,61015,182831,Python,6243343,On Hold
151682,Wipro,32971,74157,SAP,284815,In Progress
151683,TCS,70336,199127,Python,3300980,Completed
151684,TCS,18527,124143,Python,3227000,In Progress
151685,TCS,47766,191871,Java,8564005,In Progress
151686,Wipro,118445,72377,Java,4004764,In Progress
151687,Infosys,49463,194691,AWS,527597,Completed
151688,Infosys,84444,182073,GCP,1613588,On Hold
151689,HCLTech,12369,221328,Azure,2817401,Completed
151690,Infosys,62110,166440,Azure,6727447,Completed
151691,Infosys,26275,224790,GCP,6159509,On Hold
151692,HCLTech,40924,237030,Azure,1040961,On Hold
151693,TCS,89632,95593,Java,4011841,On Hold
151694,Wipro,36213,247289,Java,4958753,In Progress
151695,Wipro,116890,39626,SAP,5789787,In Progress
151696,Wipro,103285,80280,GCP,856170,Completed
151697,HCLTech,60414,73492,AWS,8384251,On Hold
151698,HCLTech,63259,137574,GCP,7110380,In Progress
151699,HCLTech,115809,80963,Azure,8998103,Completed
151700,HCLTech,22486,207433,GCP,3627691,On Hold
151701,Wipro,62313,132943,Azure,6829617,In Progress
151702,Wipro,21683,99090,GCP,1002835,In Progress
151703,TCS,15051,44623,AWS,4208170,Completed
151704,Wipro,88473,10216,Java,2984242,Completed
151705,Wipro,114428,54373,SAP,8869360,On Hold
151706,Wipro,94919,172079,Azure,2809201,In Progress
151707,HCLTech,118713,234815,SAP,435367,Completed
151708,Wipro,74885,169087,SAP,9414497,Completed
151709,HCLTech,112926,141253,Azure,8352325,Completed
151710,HCLTech,117308,111897,SAP,3475515,In Progress
151711,HCLTech,69914,51183,GCP,3858636,On Hold
151712,HCLTech,19573,239443,SAP,5377211,Completed
151713,Wipro,11796,172420,Java,8260005,Completed
151714,HCLTech,42831,168497,GCP,4828056,In Progress
151715,Wipro,6269,175374,Python,3980812,On Hold
151716,Infosys,40014,2506,SAP,377254,In Progress
151717,HCLTech,44061,179300,AWS,3271597,On Hold
151718,HCLTech,100678,33341,Azure,9647087,On Hold
151719,HCLTech,38159,183448,SAP,5698291,In Progress
151720,HCLTech,50806,167026,SAP,5262788,In Progress
151721,Wipro,63869,71743,Java,1888946,In Progress
151722,HCLTech,66116,141936,Azure,2837927,Completed
151723,Infosys,19673,239187,GCP,8098459,In Progress
151724,TCS,56382,16094,Azure,5413706,On Hold
151725,TCS,101543,214954,SAP,7847686,In Progress
151726,Wipro,82089,62898,Python,4704875,On Hold
151727,Wipro,6688,14811,Java,7263509,In Progress
151728,Infosys,54502,46897,SAP,1602348,In Progress
151729,TCS,60566,51727,AWS,4264240,In Progress
151730,TCS,51793,210363,AWS,3042448,On Hold
151731,TCS,82583,176110,SAP,2158461,In Progress
151732,Infosys,76739,151508,SAP,9266357,In Progress
151733,Wipro,24556,66644,Java,2555628,In Progress
151734,Infosys,12981,100370,GCP,8395142,On Hold
151735,Wipro,101048,48113,GCP,2123969,Completed
151736,HCLTech,44337,244291,GCP,2865463,In Progress
151737,HCLTech,116877,159631,SAP,4127062,On Hold
151738,HCLTech,33682,132916,Python,6762895,Completed
151739,HCLTech,96731,158424,Python,7293814,Completed
151740,Wipro,64238,238851,Java,5509735,On Hold
151741,TCS,63505,44488,GCP,6909097,Completed
151742,HCLTech,107865,117964,AWS,6123350,In Progress
151743,Wipro,101743,186669,Azure,2133011,On Hold
151744,Wipro,72590,169219,SAP,5710082,Completed
151745,Infosys,33095,178732,SAP,6326070,In Progress
151746,HCLTech,23709,217837,Python,7774571,Completed
151747,TCS,92879,52574,Azure,3097498,On Hold
151748,TCS,1854,195946,AWS,3714937,Completed
151749,Wipro,102895,16157,GCP,4577290,On Hold
151750,TCS,47817,31371,SAP,8107152,On Hold
151751,Wipro,43071,225462,SAP,6380582,Completed
151752,Wipro,16235,194110,Azure,6711490,On Hold
151753,HCLTech,113076,123225,Python,155282,Completed
151754,Wipro,69942,159315,GCP,7902948,Completed
151755,Infosys,6085,39376,AWS,2046569,In Progress
151756,Infosys,114518,85492,GCP,7265189,On Hold
151757,Wipro,19639,47677,Java,2447491,In Progress
151758,Wipro,105364,37545,GCP,2732693,On Hold
151759,HCLTech,89317,153612,Java,4444166,On Hold
151760,Wipro,6090,206761,Azure,547211,In Progress
151761,Infosys,38192,31552,Python,3676538,On Hold
151762,Wipro,25767,204924,SAP,9832678,On Hold
151763,TCS,85710,165329,Python,6451730,Completed
151764,TCS,80074,148368,GCP,5387596,In Progress
151765,Infosys,78112,171044,Java,9083632,In Progress
151766,Infosys,112274,235071,GCP,367503,Completed
151767,Infosys,50672,213018,Azure,945985,On Hold
151768,Infosys,21135,64012,SAP,5529911,Completed
151769,Wipro,49350,92055,SAP,3434525,In Progress
151770,Infosys,113075,25078,Azure,5968871,On Hold
151771,Infosys,4321,9474,GCP,5792206,In Progress
151772,Infosys,54625,190814,Java,8673099,In Progress
151773,Wipro,88573,22209,Java,2731672,On Hold
151774,TCS,119594,12711,AWS,6300063,On Hold
151775,Infosys,15378,155880,SAP,3449740,Completed
151776,HCLTech,55856,93690,GCP,7644714,On Hold
151777,Infosys,106292,147158,SAP,7172725,In Progress
151778,Infosys,118817,139460,Azure,4103199,Completed
151779,Infosys,96540,186436,Python,4999109,In Progress
151780,Wipro,40898,117364,AWS,2232201,Completed
151781,HCLTech,23711,110502,Python,1586940,Completed
151782,Wipro,48326,150680,GCP,5093087,In Progress
151783,Wipro,12862,214552,GCP,3308681,In Progress
151784,HCLTech,91804,120502,GCP,3681267,In Progress
151785,Wipro,117410,192020,AWS,8253723,Completed
151786,HCLTech,106881,58420,Java,4345633,In Progress
151787,Wipro,64612,92442,Java,976888,In Progress
151788,TCS,81950,119631,SAP,2886462,Completed
151789,TCS,102421,219192,Python,1273336,In Progress
151790,Wipro,52663,50038,SAP,3575056,In Progress
151791,Wipro,22533,184933,Python,3258494,In Progress
151792,Infosys,76397,125604,GCP,3853491,In Progress
151793,Wipro,118769,129607,Azure,5908161,In Progress
151794,TCS,10597,67844,Java,4878735,In Progress
151795,TCS,44129,194847,SAP,7431883,Completed
151796,TCS,102192,2564,GCP,8659892,In Progress
151797,HCLTech,50639,89422,SAP,6226902,On Hold
151798,Infosys,64566,66648,AWS,8596621,In Progress
151799,TCS,118081,200424,Python,2297393,On Hold
151800,HCLTech,68603,159516,GCP,7772747,Completed
151801,TCS,11007,37669,GCP,2815475,On Hold
151802,TCS,73756,60781,AWS,2607879,Completed
151803,Wipro,101405,235250,Azure,3729671,On Hold
151804,Wipro,20230,34830,Python,5700959,In Progress
151805,Wipro,115571,39954,SAP,7974604,In Progress
151806,HCLTech,107546,163149,Azure,6626364,On Hold
151807,Wipro,91824,108246,Azure,2968725,Completed
151808,HCLTech,7703,54685,Java,8926873,Completed
151809,Infosys,64740,210940,SAP,9830958,Completed
151810,TCS,90388,75451,Azure,2490121,In Progress
151811,Wipro,102529,61117,Azure,2122155,Completed
151812,Infosys,110998,148208,AWS,4586631,Completed
151813,HCLTech,63999,45609,Java,4823871,Completed
151814,TCS,63093,92377,AWS,3968857,In Progress
151815,HCLTech,49259,37627,Java,6707571,On Hold
151816,Wipro,98813,213790,Azure,1574701,In Progress
151817,HCLTech,1084,202296,Java,3235282,Completed
151818,Infosys,25771,232934,AWS,7769013,In Progress
151819,Wipro,104368,207443,Java,9722492,Completed
151820,Wipro,104107,12349,AWS,6424821,Completed
151821,TCS,36113,75103,GCP,7748947,In Progress
151822,Wipro,15855,68294,Java,8862597,In Progress
151823,Infosys,75768,109941,Python,764233,On Hold
151824,HCLTech,95793,19768,Azure,8071181,In Progress
151825,Wipro,79371,201086,Azure,5343480,On Hold
151826,TCS,119445,80271,GCP,5711961,Completed
151827,HCLTech,116681,87156,GCP,4322304,Completed
151828,TCS,58347,99401,Python,5376942,On Hold
151829,HCLTech,31811,206311,Java,3426095,Completed
151830,Wipro,103225,138127,Azure,3853004,In Progress
151831,Wipro,85319,137084,SAP,7477932,In Progress
151832,Wipro,22227,161727,SAP,2018792,In Progress
151833,TCS,29152,118272,GCP,9788985,Completed
151834,TCS,56786,243672,GCP,9543511,In Progress
151835,Infosys,65454,234269,Azure,9908184,On Hold
151836,TCS,80630,241200,Azure,308668,In Progress
151837,Infosys,47949,114427,Azure,9230897,On Hold
151838,HCLTech,84198,198343,Python,3159147,In Progress
151839,HCLTech,41801,155555,SAP,1802367,Completed
151840,TCS,55938,230638,GCP,3219404,In Progress
151841,TCS,104563,64727,SAP,3529640,In Progress
151842,HCLTech,28562,4998,Azure,8014725,In Progress
151843,TCS,119940,114431,GCP,2826358,Completed
151844,Infosys,5484,196650,Azure,4816947,On Hold
151845,Wipro,35431,77771,Azure,3945822,On Hold
151846,HCLTech,54703,171210,SAP,6053943,On Hold
151847,TCS,107707,235960,SAP,2905586,In Progress
151848,Infosys,28282,64500,Azure,5205988,Completed
151849,TCS,97503,234596,Java,573747,On Hold
151850,Infosys,95296,18870,GCP,6297794,In Progress
151851,Wipro,21477,155182,SAP,7154197,Completed
151852,HCLTech,100974,219127,Java,4063274,In Progress
151853,Wipro,38075,6216,GCP,6876123,On Hold
151854,TCS,80869,51187,AWS,9545295,In Progress
151855,Wipro,38853,62893,GCP,8150244,Completed
151856,HCLTech,51523,186257,Azure,3676382,On Hold
151857,Infosys,10412,237965,Python,6173194,Completed
151858,Infosys,12008,19901,Python,6246023,On Hold
151859,TCS,50747,5046,SAP,5220693,On Hold
151860,Infosys,7682,75717,SAP,4150510,On Hold
151861,TCS,86902,33565,Azure,2338955,Completed
151862,Wipro,107716,75887,SAP,7597016,Completed
151863,Wipro,113978,89667,Azure,3734097,Completed
151864,HCLTech,73,74860,Azure,3998126,On Hold
151865,Wipro,40872,67810,GCP,3823939,Completed
151866,Wipro,21861,4335,Java,3301196,Completed
151867,HCLTech,100702,218555,SAP,2582724,In Progress
151868,Wipro,74734,6736,Azure,4186846,Completed
151869,Wipro,113942,27113,GCP,2794045,Completed
151870,TCS,33306,246478,GCP,2290727,Completed
151871,Wipro,3757,180693,GCP,243979,Completed
151872,HCLTech,88578,55222,Azure,6399302,In Progress
151873,HCLTech,101669,36808,Java,7057204,Completed
151874,HCLTech,4598,121010,GCP,9973951,Completed
151875,Wipro,78819,29582,Python,4176089,Completed
151876,TCS,113419,179838,AWS,8784819,On Hold
151877,Wipro,18156,31251,Python,1699303,In Progress
151878,TCS,61487,216805,Python,6145923,On Hold
151879,Infosys,70025,87494,Azure,9699608,Completed
